pair_key,source_video,emotion,n_active,AU101,AU143,AU145,AU109,AU110,AU12,AU116,AU118,AU25,AU26,AU27,AD19,AD33,AD35,AD37,AD137,EAD101,EAD102,EAD103,EAD104,EAD105
DOGS/dog_4836664/dog_4836664_t0_000100.jpg,dog_4836664,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/dog_4836664/dog_4836664_t0_000018.jpg,dog_4836664,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/dog_4836664/dog_4836664_t0_000243.jpg,dog_4836664,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/dog_4836664/dog_4836664_t0_000387.jpg,dog_4836664,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/dog_4836664/dog_4836664_t0_000162.jpg,dog_4836664,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/dog_4836664/dog_4836664_t0_000207.jpg,dog_4836664,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/dog_32208337/dog_32208337_t0_000236.jpg,dog_32208337,neutral,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
DOGS/dog_32208337/dog_32208337_t0_000472.jpg,dog_32208337,neutral,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
DOGS/dog_32208337/dog_32208337_t0_000059.jpg,dog_32208337,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/dog_32208337/dog_32208337_t0_000000.jpg,dog_32208337,relaxed,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0
DOGS/dog_32208337/dog_32208337_t0_000060.jpg,dog_32208337,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
DOGS/dog_32208337/dog_32208337_t0_000160.jpg,dog_32208337,neutral,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/dog_32208337/dog_32208337_t0_000220.jpg,dog_32208337,neutral,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
DOGS/dog_32208337/dog_32208337_t0_000380.jpg,dog_32208337,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
DOGS/dog_32208337/dog_32208337_t0_000440.jpg,dog_32208337,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/dog_32208337/dog_32208337_t0_000500.jpg,dog_32208337,neutral,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
DOGS/pixabay_24972/pixabay_24972_t0_000174.jpg,pixabay_24972,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/pixabay_24972/pixabay_24972_t0_000319.jpg,pixabay_24972,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/pixabay_24972/pixabay_24972_t0_000058.jpg,pixabay_24972,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/pixabay_24972/pixabay_24972_t0_000108.jpg,pixabay_24972,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/pixabay_24972/pixabay_24972_t0_000081.jpg,pixabay_24972,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/pixabay_24972/pixabay_24972_t0_000144.jpg,pixabay_24972,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/pixabay_24972/pixabay_24972_t0_000171.jpg,pixabay_24972,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/pixabay_24972/pixabay_24972_t0_000198.jpg,pixabay_24972,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/pixabay_24972/pixabay_24972_t0_000225.jpg,pixabay_24972,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/pixabay_24972/pixabay_24972_t0_000270.jpg,pixabay_24972,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/mixkit-101217__dog-resting-with-a-sweet-look/mixkit-101217__dog-resting-with-a-sweet-look_t0_000180.jpg,mixkit-101217__dog-resting-with-a-sweet-look,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/mixkit-101217__dog-resting-with-a-sweet-look/mixkit-101217__dog-resting-with-a-sweet-look_t0_000138.jpg,mixkit-101217__dog-resting-with-a-sweet-look,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/mixkit-101217__dog-resting-with-a-sweet-look/mixkit-101217__dog-resting-with-a-sweet-look_t0_000060.jpg,mixkit-101217__dog-resting-with-a-sweet-look,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/mixkit-101217__dog-resting-with-a-sweet-look/mixkit-101217__dog-resting-with-a-sweet-look_t0_000130.jpg,mixkit-101217__dog-resting-with-a-sweet-look,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/mixkit-101217__dog-resting-with-a-sweet-look/mixkit-101217__dog-resting-with-a-sweet-look_t0_000155.jpg,mixkit-101217__dog-resting-with-a-sweet-look,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/mixkit-101217__dog-resting-with-a-sweet-look/mixkit-101217__dog-resting-with-a-sweet-look_t0_000046.jpg,mixkit-101217__dog-resting-with-a-sweet-look,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/mixkit-101217__dog-resting-with-a-sweet-look/mixkit-101217__dog-resting-with-a-sweet-look_t0_000035.jpg,mixkit-101217__dog-resting-with-a-sweet-look,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/mixkit-101217__dog-resting-with-a-sweet-look/mixkit-101217__dog-resting-with-a-sweet-look_t0_000105.jpg,mixkit-101217__dog-resting-with-a-sweet-look,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/mixkit-101217__dog-resting-with-a-sweet-look/mixkit-101217__dog-resting-with-a-sweet-look_t0_000000.jpg,mixkit-101217__dog-resting-with-a-sweet-look,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/mixkit-16619__puppy-laying-in-their-bed/mixkit-16619__puppy-laying-in-their-bed_t0_000232.jpg,mixkit-16619__puppy-laying-in-their-bed,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/mixkit-16619__puppy-laying-in-their-bed/mixkit-16619__puppy-laying-in-their-bed_t0_000112.jpg,mixkit-16619__puppy-laying-in-their-bed,sad,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/mixkit-16619__puppy-laying-in-their-bed/mixkit-16619__puppy-laying-in-their-bed_t0_000145.jpg,mixkit-16619__puppy-laying-in-their-bed,relaxed,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0
DOGS/mixkit-16619__puppy-laying-in-their-bed/mixkit-16619__puppy-laying-in-their-bed_t0_000203.jpg,mixkit-16619__puppy-laying-in-their-bed,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/mixkit-16619__puppy-laying-in-their-bed/mixkit-16619__puppy-laying-in-their-bed_t0_000238.jpg,mixkit-16619__puppy-laying-in-their-bed,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/mixkit-16619__puppy-laying-in-their-bed/mixkit-16619__puppy-laying-in-their-bed_t0_000280.jpg,mixkit-16619__puppy-laying-in-their-bed,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/mixkit-16619__puppy-laying-in-their-bed/mixkit-16619__puppy-laying-in-their-bed_t0_000315.jpg,mixkit-16619__puppy-laying-in-their-bed,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/mixkit-16619__puppy-laying-in-their-bed/mixkit-16619__puppy-laying-in-their-bed_t0_000147.jpg,mixkit-16619__puppy-laying-in-their-bed,neutral,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/mixkit-16619__puppy-laying-in-their-bed/mixkit-16619__puppy-laying-in-their-bed_t0_000175.jpg,mixkit-16619__puppy-laying-in-their-bed,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
neutral/youtube_dog wagging tail happy_9_V-TbjCKZM/youtube_dog wagging tail happy_9_V-TbjCKZM_t0_000063.jpg,youtube_dog wagging tail happy_9_V-TbjCKZM,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
neutral/youtube_dog wagging tail happy_9_V-TbjCKZM/youtube_dog wagging tail happy_9_V-TbjCKZM_t0_000084.jpg,youtube_dog wagging tail happy_9_V-TbjCKZM,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
neutral/youtube_dog wagging tail happy_9_V-TbjCKZM/youtube_dog wagging tail happy_9_V-TbjCKZM_t1_000735.jpg,youtube_dog wagging tail happy_9_V-TbjCKZM,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
neutral/youtube_dog wagging tail happy_9_V-TbjCKZM/youtube_dog wagging tail happy_9_V-TbjCKZM_t1_000756.jpg,youtube_dog wagging tail happy_9_V-TbjCKZM,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
neutral/youtube_dog wagging tail happy_9_V-TbjCKZM/youtube_dog wagging tail happy_9_V-TbjCKZM_t1_000777.jpg,youtube_dog wagging tail happy_9_V-TbjCKZM,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
neutral/youtube_dog wagging tail happy_9_V-TbjCKZM/youtube_dog wagging tail happy_9_V-TbjCKZM_t1_000798.jpg,youtube_dog wagging tail happy_9_V-TbjCKZM,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
neutral/youtube_dog wagging tail happy_9_V-TbjCKZM/youtube_dog wagging tail happy_9_V-TbjCKZM_t1_000819.jpg,youtube_dog wagging tail happy_9_V-TbjCKZM,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
neutral/youtube_dog wagging tail happy_9_V-TbjCKZM/youtube_dog wagging tail happy_9_V-TbjCKZM_t1_000840.jpg,youtube_dog wagging tail happy_9_V-TbjCKZM,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
neutral/youtube_dog wagging tail happy_9_V-TbjCKZM/youtube_dog wagging tail happy_9_V-TbjCKZM_t1_000861.jpg,youtube_dog wagging tail happy_9_V-TbjCKZM,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/mixkit-45828__a-white-and-black-dog-looking-at-the-camera-head-on/mixkit-45828__a-white-and-black-dog-looking-at-the-camera-head-on_t0_000175.jpg,mixkit-45828__a-white-and-black-dog-looking-at-the-camera-head-on,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/mixkit-45828__a-white-and-black-dog-looking-at-the-camera-head-on/mixkit-45828__a-white-and-black-dog-looking-at-the-camera-head-on_t0_000145.jpg,mixkit-45828__a-white-and-black-dog-looking-at-the-camera-head-on,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/mixkit-45828__a-white-and-black-dog-looking-at-the-camera-head-on/mixkit-45828__a-white-and-black-dog-looking-at-the-camera-head-on_t0_000205.jpg,mixkit-45828__a-white-and-black-dog-looking-at-the-camera-head-on,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/mixkit-45828__a-white-and-black-dog-looking-at-the-camera-head-on/mixkit-45828__a-white-and-black-dog-looking-at-the-camera-head-on_t0_000085.jpg,mixkit-45828__a-white-and-black-dog-looking-at-the-camera-head-on,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/mixkit-45828__a-white-and-black-dog-looking-at-the-camera-head-on/mixkit-45828__a-white-and-black-dog-looking-at-the-camera-head-on_t0_000115.jpg,mixkit-45828__a-white-and-black-dog-looking-at-the-camera-head-on,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/mixkit-45828__a-white-and-black-dog-looking-at-the-camera-head-on/mixkit-45828__a-white-and-black-dog-looking-at-the-camera-head-on_t0_000000.jpg,mixkit-45828__a-white-and-black-dog-looking-at-the-camera-head-on,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/mixkit-45828__a-white-and-black-dog-looking-at-the-camera-head-on/mixkit-45828__a-white-and-black-dog-looking-at-the-camera-head-on_t0_000087.jpg,mixkit-45828__a-white-and-black-dog-looking-at-the-camera-head-on,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/mixkit-45828__a-white-and-black-dog-looking-at-the-camera-head-on/mixkit-45828__a-white-and-black-dog-looking-at-the-camera-head-on_t0_000045.jpg,mixkit-45828__a-white-and-black-dog-looking-at-the-camera-head-on,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tiktok_playlist_nareski/3yY51USi4Vs_000098/3yY51USi4Vs_000098_t0_000022.jpg,3yY51USi4Vs_000098,neutral,0,0,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0
tiktok_playlist_nareski/3yY51USi4Vs_000098/3yY51USi4Vs_000098_t0_000044.jpg,3yY51USi4Vs_000098,neutral,0,0,0,0,0,0,0,,0,,,,0,0,0,0,0,0,,0,0,0
tiktok_playlist_nareski/3yY51USi4Vs_000098/3yY51USi4Vs_000098_t0_000066.jpg,3yY51USi4Vs_000098,neutral,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,0,,0,,0
tiktok_playlist_nareski/3yY51USi4Vs_000098/3yY51USi4Vs_000098_t0_000099.jpg,3yY51USi4Vs_000098,neutral,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,,0,0,0
tiktok_playlist_nareski/3yY51USi4Vs_000098/3yY51USi4Vs_000098_t0_000209.jpg,3yY51USi4Vs_000098,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
tiktok_playlist_nareski/3yY51USi4Vs_000098/3yY51USi4Vs_000098_t0_000121.jpg,3yY51USi4Vs_000098,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tiktok_playlist_nareski/3yY51USi4Vs_000098/3yY51USi4Vs_000098_t0_000176.jpg,3yY51USi4Vs_000098,relaxed,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0
tiktok_playlist_nareski/3yY51USi4Vs_000098/3yY51USi4Vs_000098_t0_000231.jpg,3yY51USi4Vs_000098,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
relaxed/dogsadeyes_7493193842343103749/dogsadeyes_7493193842343103749_t0_000216.jpg,dogsadeyes_7493193842343103749,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
relaxed/dogsadeyes_7493193842343103749/dogsadeyes_7493193842343103749_t0_000189.jpg,dogsadeyes_7493193842343103749,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
relaxed/dogsadeyes_7493193842343103749/dogsadeyes_7493193842343103749_t0_000063.jpg,dogsadeyes_7493193842343103749,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
relaxed/dogsadeyes_7493193842343103749/dogsadeyes_7493193842343103749_t0_000153.jpg,dogsadeyes_7493193842343103749,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
relaxed/dogsadeyes_7493193842343103749/dogsadeyes_7493193842343103749_t0_000036.jpg,dogsadeyes_7493193842343103749,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
relaxed/dogsadeyes_7493193842343103749/dogsadeyes_7493193842343103749_t0_000324.jpg,dogsadeyes_7493193842343103749,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
relaxed/dogsadeyes_7493193842343103749/dogsadeyes_7493193842343103749_t0_000009.jpg,dogsadeyes_7493193842343103749,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tiktok_playlist_nareski/QxxjvrePboA_000079/QxxjvrePboA_000079_t0_000720.jpg,QxxjvrePboA_000079,relaxed,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0
tiktok_playlist_nareski/QxxjvrePboA_000079/QxxjvrePboA_000079_t0_000656.jpg,QxxjvrePboA_000079,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
tiktok_playlist_nareski/QxxjvrePboA_000079/QxxjvrePboA_000079_t0_000688.jpg,QxxjvrePboA_000079,relaxed,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0
tiktok_playlist_nareski/QxxjvrePboA_000079/QxxjvrePboA_000079_t0_000512.jpg,QxxjvrePboA_000079,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tiktok_playlist_nareski/QxxjvrePboA_000079/QxxjvrePboA_000079_t0_000448.jpg,QxxjvrePboA_000079,neutral,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tiktok_playlist_nareski/QxxjvrePboA_000079/QxxjvrePboA_000079_t0_000480.jpg,QxxjvrePboA_000079,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/dog_20485426/dog_20485426_t0_000225.jpg,dog_20485426,neutral,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,0
DOGS/dog_20485426/dog_20485426_t0_000075.jpg,dog_20485426,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0
DOGS/dog_20485426/dog_20485426_t0_000125.jpg,dog_20485426,neutral,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0
DOGS/dog_20485426/dog_20485426_t0_000175.jpg,dog_20485426,sad,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,0
DOGS/dog_20485426/dog_20485426_t0_000025.jpg,dog_20485426,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/dog_20485426/dog_20485426_t0_000600.jpg,dog_20485426,neutral,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
DOGS/pixabay_111254/pixabay_111254_t0_000014.jpg,pixabay_111254,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/pixabay_111254/pixabay_111254_t0_000056.jpg,pixabay_111254,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/pixabay_111254/pixabay_111254_t0_000084.jpg,pixabay_111254,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/pixabay_111254/pixabay_111254_t0_000308.jpg,pixabay_111254,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/pixabay_111254/pixabay_111254_t0_000217.jpg,pixabay_111254,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/dog_34801743/dog_34801743_t0_000145.jpg,dog_34801743,relaxed,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/dog_34801743/dog_34801743_t0_000064.jpg,dog_34801743,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/dog_34801743/dog_34801743_t0_000104.jpg,dog_34801743,sad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/dog_34801743/dog_34801743_t0_000136.jpg,dog_34801743,neutral,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,,0,0
DOGS/dog_34801743/dog_34801743_t0_000058.jpg,dog_34801743,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/segment_long_6561423_110/segment_long_6561423_110_t0_000092.jpg,segment_long_6561423_110,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/segment_long_6561423_110/segment_long_6561423_110_t0_000024.jpg,segment_long_6561423_110,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/segment_long_6561423_110/segment_long_6561423_110_t0_000299.jpg,segment_long_6561423_110,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/segment_long_6561423_110/segment_long_6561423_110_t0_000000.jpg,segment_long_6561423_110,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/segment_long_6561423_110/segment_long_6561423_110_t0_000161.jpg,segment_long_6561423_110,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/pixabay_237987/pixabay_237987_t0_000450.jpg,pixabay_237987,neutral,0,0,,0,,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0
DOGS/pixabay_237987/pixabay_237987_t0_000592.jpg,pixabay_237987,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/pixabay_237987/pixabay_237987_t0_000640.jpg,pixabay_237987,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/pixabay_237987/pixabay_237987_t0_000768.jpg,pixabay_237987,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/pixabay_237987/pixabay_237987_t0_000600.jpg,pixabay_237987,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/pixabay_109616/pixabay_109616_t0_000198.jpg,pixabay_109616,neutral,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0
DOGS/pixabay_109616/pixabay_109616_t0_000246.jpg,pixabay_109616,neutral,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/pixabay_109616/pixabay_109616_t0_000066.jpg,pixabay_109616,neutral,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0
DOGS/pixabay_109616/pixabay_109616_t0_000090.jpg,pixabay_109616,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/pixabay_109616/pixabay_109616_t0_000156.jpg,pixabay_109616,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/mixkit-50682__a-painting-black-and-white-border-collie-carefully-listens/mixkit-50682__a-painting-black-and-white-border-collie-carefully-listens_t0_000000.jpg,mixkit-50682__a-painting-black-and-white-border-collie-carefully-listens,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/mixkit-50682__a-painting-black-and-white-border-collie-carefully-listens/mixkit-50682__a-painting-black-and-white-border-collie-carefully-listens_t0_000016.jpg,mixkit-50682__a-painting-black-and-white-border-collie-carefully-listens,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/mixkit-50682__a-painting-black-and-white-border-collie-carefully-listens/mixkit-50682__a-painting-black-and-white-border-collie-carefully-listens_t0_000069.jpg,mixkit-50682__a-painting-black-and-white-border-collie-carefully-listens,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/mixkit-50682__a-painting-black-and-white-border-collie-carefully-listens/mixkit-50682__a-painting-black-and-white-border-collie-carefully-listens_t0_000044.jpg,mixkit-50682__a-painting-black-and-white-border-collie-carefully-listens,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/mixkit-50682__a-painting-black-and-white-border-collie-carefully-listens/mixkit-50682__a-painting-black-and-white-border-collie-carefully-listens_t0_000084.jpg,mixkit-50682__a-painting-black-and-white-border-collie-carefully-listens,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/dog_10660961/dog_10660961_t0_000432.jpg,dog_10660961,neutral,0,0,0,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0
DOGS/dog_10660961/dog_10660961_t0_000377.jpg,dog_10660961,neutral,0,0,0,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,,0
DOGS/dog_10660961/dog_10660961_t0_000234.jpg,dog_10660961,relaxed,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,,0
DOGS/dog_10660961/dog_10660961_t0_000387.jpg,dog_10660961,neutral,0,0,0,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,,0
DOGS/dog_10660961/dog_10660961_t0_000342.jpg,dog_10660961,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
neutral/youtube_dog emotions compilation_CS3kviWGkH0/youtube_dog emotions compilation_CS3kviWGkH0_t0_000731.jpg,youtube_dog emotions compilation_CS3kviWGkH0,neutral,0,0,0,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,,0
neutral/youtube_dog emotions compilation_CS3kviWGkH0/youtube_dog emotions compilation_CS3kviWGkH0_t0_000833.jpg,youtube_dog emotions compilation_CS3kviWGkH0,neutral,0,0,0,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0
neutral/youtube_dog emotions compilation_CS3kviWGkH0/youtube_dog emotions compilation_CS3kviWGkH0_t0_000697.jpg,youtube_dog emotions compilation_CS3kviWGkH0,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0
